,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
188612,JBNTMMIRTA,54,16155,12685,554,44,2,14.49,48,0.33,Master's,Self-employed,Single,1,No,Auto,1,0
44398,L8ELR9BAK6,51,38150,22780,401,111,4,11.35,60,0.15,Bachelor's,Unemployed,Divorced,0,No,Education,0,0
20762,PUMN3F5THQ,48,120772,63651,516,14,4,2.92,60,0.85,High School,Unemployed,Single,1,No,Other,1,0
232336,4TDVM6SYTC,45,85901,28977,443,5,2,19.85,36,0.69,High School,Part-time,Single,0,No,Home,1,1
50812,CJW5SJ0PNN,65,140869,171980,593,97,2,4.42,48,0.72,PhD,Full-time,Divorced,1,No,Business,0,0
130202,DGE8V2H7CF,21,105014,8431,735,34,1,22.26,60,0.49,Bachelor's,Unemployed,Divorced,1,No,Home,1,1
117059,XE8HRC7OWG,27,98562,241421,717,40,1,24.17,48,0.6,PhD,Unemployed,Divorced,0,No,Education,1,0
160211,B6KDGIVT5T,63,52489,40020,511,81,2,15.58,60,0.14,PhD,Full-time,Single,1,Yes,Auto,0,0
189085,OEL1OPXC1A,41,126298,131764,344,98,3,11.84,36,0.72,Bachelor's,Part-time,Married,1,No,Home,0,0
241475,T5A07SRM36,64,130841,216730,521,1,1,2.62,24,0.19,PhD,Self-employed,Married,0,Yes,Business,0,0
30294,0OKE84I2U6,53,98145,50428,471,41,1,16.32,12,0.66,Bachelor's,Unemployed,Divorced,1,Yes,Other,1,0
136450,U3VYKL7J7M,59,112882,120241,389,30,4,20.53,24,0.85,PhD,Self-employed,Divorced,0,Yes,Education,1,0
72665,JEMAC6S7NW,29,134300,193090,317,25,4,17.22,60,0.68,Master's,Self-employed,Married,1,No,Education,1,0
70285,F2L9A25EDP,53,36304,159825,337,37,2,16.02,60,0.78,High School,Full-time,Divorced,1,Yes,Home,0,0
42678,HEBAII2VM3,22,121700,195540,817,67,2,5.53,24,0.34,High School,Part-time,Married,0,No,Home,0,0
65906,BJ3LSWF3RL,33,49271,106938,817,14,1,24.38,48,0.7,High School,Full-time,Married,0,No,Education,0,0
91387,CR0XGGQV69,47,147096,42245,516,56,2,16.81,48,0.44,PhD,Full-time,Single,0,Yes,Other,1,1
99872,MEKM0AUSFI,61,123794,223848,416,97,3,2.11,12,0.21,PhD,Full-time,Married,1,Yes,Other,1,0
87113,U0824K4B5I,62,72902,163150,467,98,1,14.89,12,0.77,Bachelor's,Unemployed,Married,1,No,Home,0,0
81784,DBN5AJEZEB,38,61917,91349,519,42,2,9.52,48,0.15,High School,Unemployed,Single,1,Yes,Business,0,0
133643,JLX9LL29OK,36,142666,159505,715,98,3,23.65,24,0.84,Master's,Full-time,Single,1,Yes,Auto,0,1
91849,ZV8UH9RRC4,46,79197,232268,377,50,2,7.82,24,0.89,Bachelor's,Self-employed,Divorced,1,No,Business,1,0
205289,E4HJBCPKGD,20,30810,55856,746,81,1,21.39,60,0.33,PhD,Part-time,Married,0,No,Other,0,1
116867,IW4TQMQXT3,31,94055,243057,722,7,1,21.41,36,0.44,PhD,Full-time,Married,0,No,Home,0,0
223840,53GM9VVKD4,33,119491,208882,586,37,3,15.74,60,0.72,Master's,Full-time,Married,0,Yes,Other,1,0
19716,2WUXSOM3BW,32,19698,209861,374,24,1,3.99,24,0.14,PhD,Self-employed,Married,0,Yes,Business,1,0
183028,3MPZ7M21AR,60,46224,166215,600,117,2,20.33,60,0.26,PhD,Unemployed,Single,0,No,Education,1,0
185773,4YIJ8ESKDH,41,68754,48697,440,5,1,15.94,36,0.36,Master's,Part-time,Married,1,No,Education,1,0
123738,JG4NOIY6LN,28,57405,112976,757,16,4,18.87,48,0.11,High School,Unemployed,Divorced,1,Yes,Other,0,1
213837,WQBHGWKU99,34,146471,100326,314,106,2,20.64,12,0.81,PhD,Full-time,Divorced,1,No,Home,0,0
109481,CA11LHQO1F,63,46990,48719,730,15,1,15.02,24,0.57,Master's,Unemployed,Single,0,No,Other,0,0
28681,YHKUFZLKFS,21,76973,12055,586,50,4,4.17,12,0.37,PhD,Full-time,Married,0,No,Education,1,0
224604,IP5016GUJK,58,148231,53026,590,117,2,7.88,24,0.57,High School,Part-time,Married,1,Yes,Business,1,0
56248,VY4QY48DMF,67,146997,206137,452,118,4,9.86,12,0.43,Master's,Full-time,Married,1,No,Home,1,0
243566,HN1052B93K,24,102726,197289,569,35,3,8.59,60,0.51,Master's,Self-employed,Single,0,Yes,Other,0,0
242957,17KE1XNUIQ,27,58727,121573,628,47,4,14.36,48,0.43,PhD,Part-time,Divorced,1,No,Business,1,0
9325,BMLJS4AXDK,65,54017,19617,628,60,3,19.2,24,0.57,Bachelor's,Unemployed,Married,1,No,Auto,0,0
59000,36S0KF0MKL,41,19526,188207,790,95,1,21.33,60,0.36,PhD,Unemployed,Single,0,No,Business,0,0
40710,62QCSGK8U4,39,70919,138668,765,83,1,23.9,12,0.33,Master's,Part-time,Single,0,No,Home,1,0
51022,L6MLVJ0STI,23,101510,226574,367,91,4,24.42,48,0.49,Master's,Unemployed,Married,1,Yes,Education,1,1
195101,07JXB3TN5R,55,93249,236679,582,68,2,5.32,24,0.13,Bachelor's,Full-time,Single,1,Yes,Home,1,0
214093,OIRC7376WU,24,101918,117286,507,59,1,14.4,48,0.51,Bachelor's,Full-time,Divorced,0,Yes,Education,0,0
218415,4EWNITMXBW,59,145227,40730,793,101,4,11.82,24,0.32,High School,Self-employed,Single,0,Yes,Other,0,0
208714,QHB29X6DKC,62,53802,15777,309,88,1,23.99,48,0.43,Bachelor's,Full-time,Divorced,0,Yes,Other,0,0
146411,1ZIANO8ITN,53,132297,104349,363,41,4,22.51,60,0.35,Master's,Self-employed,Divorced,0,No,Other,1,1
166860,R6R58XNTW3,41,17079,74757,659,47,1,22.35,48,0.6,PhD,Full-time,Single,1,No,Home,1,1
165855,04B6MOMZM0,26,16071,38441,347,97,1,19.82,36,0.13,Master's,Part-time,Single,1,Yes,Other,1,0
251139,4EFEIUNT01,44,49415,175200,412,44,2,7.29,48,0.47,High School,Part-time,Married,0,Yes,Business,1,0
15310,XX3J6D8PIN,33,108525,122692,639,86,1,8.65,60,0.45,Master's,Full-time,Single,0,Yes,Education,0,0
74915,PNVXJBUBWR,60,120817,187449,720,78,3,3.04,24,0.38,Master's,Self-employed,Married,1,Yes,Education,1,0
251377,HXVWE849UJ,66,71376,181991,773,86,2,14.22,36,0.67,High School,Part-time,Married,0,Yes,Other,1,0
236253,052GU88PXE,60,60798,124903,521,65,4,21.77,12,0.24,Bachelor's,Part-time,Married,0,No,Auto,1,0
192197,U69Y2XTJQ1,46,54419,181193,355,88,2,18.59,36,0.47,High School,Unemployed,Married,0,Yes,Home,0,0
233797,CEDIRA1DH5,29,100894,215754,563,77,4,12.89,12,0.34,PhD,Unemployed,Divorced,1,No,Other,1,0
176715,7E1U1Z8YCI,38,105530,171188,765,49,4,5.41,12,0.46,Master's,Unemployed,Married,0,Yes,Other,1,0
156565,17DC7POGVE,22,23413,167363,826,117,4,10.61,12,0.83,PhD,Full-time,Married,0,No,Home,0,0
216283,GTJ6FBZP7Q,58,56998,119391,684,38,3,22.0,48,0.75,Bachelor's,Self-employed,Married,1,No,Auto,0,0
35581,GAXGCY2F9Z,60,107092,118442,554,69,2,13.77,12,0.29,Bachelor's,Self-employed,Divorced,1,Yes,Other,1,0
53331,G6TCO4PV06,30,79501,208540,370,91,4,4.26,36,0.31,Bachelor's,Full-time,Married,1,No,Business,0,0
71950,2EVLQ8FWIF,31,46371,116903,513,0,2,8.6,60,0.2,Master's,Part-time,Divorced,0,Yes,Auto,0,0
36257,TX4C73KF9W,22,15275,110091,333,38,2,19.07,60,0.56,Bachelor's,Part-time,Married,0,Yes,Auto,0,1
35494,O72GM2IJJ0,37,135552,209259,725,93,1,20.2,48,0.59,High School,Full-time,Single,0,Yes,Other,1,0
81056,NCMUIQSSV5,23,23891,247483,385,64,2,22.78,12,0.7,Master's,Unemployed,Divorced,1,Yes,Auto,0,1
151631,9MWSEZODI0,22,148180,156555,388,91,3,9.79,60,0.21,Bachelor's,Unemployed,Single,1,No,Business,0,0
146088,J0PP71HV6Y,47,112745,60609,449,47,4,9.85,12,0.66,Bachelor's,Unemployed,Divorced,1,No,Home,1,0
206150,4NCGMNK0O2,32,27170,166837,325,89,2,7.67,60,0.26,PhD,Unemployed,Divorced,1,No,Education,1,1
36907,9ZUP4SHH1G,57,114687,245330,343,39,3,21.64,60,0.23,Master's,Unemployed,Divorced,1,Yes,Other,1,0
190743,VLHY66JIIF,49,61798,60427,535,26,3,10.27,24,0.61,High School,Unemployed,Single,1,No,Home,1,0
87397,BC7JMQL8WH,51,145533,100749,628,54,2,23.17,24,0.54,Bachelor's,Part-time,Married,1,No,Auto,1,0
164650,9TRH2UO8ES,58,94185,202184,775,117,1,9.41,60,0.34,PhD,Self-employed,Single,1,Yes,Education,1,0
7172,UQ9H4KJ1SQ,45,60487,201411,625,105,4,17.53,12,0.31,Master's,Self-employed,Divorced,1,Yes,Home,0,0
4038,0TIY2DU605,64,59105,189166,612,97,2,18.47,24,0.33,Master's,Part-time,Married,1,No,Business,0,0
120175,2ER9N7DV6D,62,126715,12218,771,59,3,6.68,48,0.7,Bachelor's,Part-time,Married,1,Yes,Business,1,0
209245,TUK95CY7PK,26,52087,209258,603,5,4,10.09,36,0.77,Bachelor's,Full-time,Married,1,No,Auto,0,0
36397,3M4MX4G6BE,64,96356,47180,521,65,3,19.27,12,0.62,Master's,Part-time,Single,1,No,Education,1,0
241599,TLLALDPFEG,54,47518,54191,643,43,4,22.66,12,0.78,PhD,Self-employed,Single,0,Yes,Business,1,0
91675,9DNAHSMVLD,65,15650,215005,577,82,4,10.87,48,0.46,Master's,Self-employed,Divorced,0,Yes,Auto,1,0
67673,AL6ZXTMXEL,39,86564,146902,661,41,2,2.38,48,0.28,PhD,Self-employed,Married,1,No,Education,0,0
200882,5Q7EVUIZNA,60,146889,172413,405,30,1,5.57,60,0.26,PhD,Unemployed,Single,1,Yes,Other,0,0
149606,9IDGNCWEYS,46,132773,210831,848,82,1,19.33,36,0.14,Bachelor's,Part-time,Divorced,1,No,Business,1,0
14905,73PVAZS8K8,50,89617,204812,684,27,2,14.58,60,0.36,High School,Part-time,Single,0,Yes,Education,0,0
241611,A3QZ0B1OLD,68,83188,210406,574,67,4,23.87,24,0.49,Bachelor's,Unemployed,Married,0,No,Business,1,0
182864,1EJ5MJ3JG6,63,117226,107912,818,5,2,18.17,12,0.2,Master's,Part-time,Married,0,Yes,Business,1,0
135574,56Z4LHXXRR,66,35876,220634,710,22,4,13.0,24,0.5,Bachelor's,Full-time,Divorced,0,No,Other,0,0
242522,XIM8L2D6MH,64,127298,213575,476,89,3,17.9,24,0.89,Master's,Part-time,Married,0,Yes,Education,0,0
108497,4DUVJPVCI5,19,110286,13172,373,70,3,3.25,12,0.58,Bachelor's,Full-time,Single,0,Yes,Education,1,0
123941,LWOO98U9BT,47,43827,202652,648,29,4,18.15,60,0.33,High School,Unemployed,Married,1,Yes,Education,1,1
132933,NYPRBMETBA,63,47886,19883,780,25,2,22.71,48,0.79,PhD,Part-time,Divorced,0,Yes,Other,1,0
250356,1PAL9O3EUR,69,76461,238741,598,13,3,6.35,36,0.89,PhD,Full-time,Divorced,0,No,Home,1,0
130622,1GPIAU5SWV,21,127639,20819,822,48,3,17.27,36,0.89,High School,Self-employed,Single,0,Yes,Home,1,0
164510,1DP9DT2E68,35,116431,69054,398,59,4,17.52,12,0.14,Bachelor's,Full-time,Divorced,1,No,Home,1,0
174641,OOJ0Z6PMB2,68,117211,34874,321,98,1,24.98,48,0.56,High School,Unemployed,Single,0,No,Home,1,0
113816,94B5PLSP7N,31,51204,148017,320,57,4,3.06,36,0.17,Bachelor's,Self-employed,Divorced,1,Yes,Home,0,1
6024,7RXT22CYJG,32,146338,33093,455,14,2,10.27,60,0.69,High School,Unemployed,Married,0,Yes,Home,0,0
97209,B7ZRJO2VDF,52,16549,130367,711,68,4,6.85,24,0.38,Bachelor's,Part-time,Single,1,Yes,Other,0,0
231644,528FU0HA1I,19,107651,242746,669,90,4,24.63,48,0.5,High School,Part-time,Divorced,1,Yes,Other,0,0
227685,DTY0BLIGMV,52,74561,175697,400,61,3,16.38,24,0.85,High School,Part-time,Married,0,Yes,Business,0,0
68430,X9XZ1KZW4T,23,42589,163562,588,2,2,19.99,36,0.85,PhD,Full-time,Single,0,No,Education,1,0
170670,MQ6U2MOKQP,59,18342,144345,802,42,1,5.91,24,0.41,Master's,Part-time,Divorced,1,Yes,Other,0,0
21329,6LXV25M6OR,66,100519,203760,841,58,1,6.2,48,0.56,PhD,Part-time,Married,1,Yes,Business,1,0
227527,AM4K5ERTH5,45,28498,93874,723,51,1,7.09,36,0.71,PhD,Part-time,Divorced,1,Yes,Education,0,0
236906,8Q9IOUDCT9,26,126132,80716,538,106,4,11.61,24,0.36,Bachelor's,Unemployed,Married,1,No,Business,0,0
3666,GS49C7LICJ,21,26046,78940,603,100,4,24.06,24,0.19,Bachelor's,Full-time,Divorced,1,No,Other,0,0
100282,B2J6N2DKYY,37,145248,199225,796,49,1,16.83,48,0.81,Bachelor's,Part-time,Married,1,Yes,Other,0,0
241931,5AC2LNC87D,49,60325,139273,520,21,2,19.94,48,0.24,High School,Self-employed,Single,1,No,Business,1,0
160117,UCO6PK8RJH,26,123407,169866,608,28,1,13.56,24,0.78,High School,Self-employed,Divorced,1,No,Home,0,1
147054,MT9RA11TZR,39,84844,75276,316,58,4,13.97,24,0.56,PhD,Unemployed,Married,0,No,Business,1,1
146373,3Z7KDLMHHG,54,131771,228671,531,111,1,24.44,60,0.37,High School,Full-time,Married,1,No,Other,0,0
227478,XBRMGUJWD7,41,42675,194344,715,83,2,5.0,36,0.16,High School,Full-time,Married,1,No,Education,1,0
70024,NIFF3Z0PQQ,50,75349,144049,454,68,4,5.35,48,0.23,PhD,Full-time,Married,1,Yes,Home,0,0
246261,IU9Z3R75OJ,23,50097,24123,459,28,3,8.46,60,0.52,Bachelor's,Part-time,Single,1,No,Education,1,0
12879,WSZGZ92UR5,55,113990,109476,781,3,2,9.2,24,0.67,High School,Part-time,Married,1,No,Business,1,0
38496,ADPD9H2SW5,52,60038,45535,662,98,4,4.22,60,0.29,PhD,Full-time,Married,0,Yes,Auto,1,0
229949,NF0ASVVNJ7,18,135136,217594,704,12,1,5.35,60,0.36,PhD,Part-time,Single,1,No,Other,0,0
61914,53I80I3R7L,48,86528,159031,493,25,2,19.08,60,0.19,High School,Part-time,Married,0,No,Education,0,0
3701,T8R4J3DDTK,52,105529,44210,471,70,3,3.29,48,0.29,Bachelor's,Part-time,Married,0,Yes,Other,1,0
42515,VO24FLURA9,41,73075,119250,500,114,2,23.17,48,0.19,Bachelor's,Part-time,Divorced,0,No,Education,0,1
127408,WY4YMH2UGV,39,111987,162271,641,84,1,14.62,24,0.6,Bachelor's,Self-employed,Married,0,Yes,Business,1,0
75626,98GHNIXA7W,21,55718,236305,790,31,1,11.82,48,0.15,Master's,Full-time,Married,0,No,Auto,1,1
108389,Z2T7J5SRAG,58,145962,111326,736,85,1,4.6,60,0.79,Bachelor's,Unemployed,Divorced,1,No,Business,0,0
90029,UMULQA6IB2,39,44412,154419,701,51,1,13.49,24,0.4,Master's,Full-time,Single,0,Yes,Home,0,0
21327,S24A48Z0KM,24,15203,94189,741,34,2,21.95,36,0.58,PhD,Full-time,Single,0,No,Education,0,1
148696,Q0LAZUUE5E,29,118696,63502,676,12,4,5.19,60,0.75,High School,Full-time,Single,1,No,Auto,0,0
9430,VPIXMB5W18,28,143191,40809,308,22,2,19.39,24,0.65,High School,Full-time,Married,1,No,Other,0,1
98748,4FURFCNOCV,29,91712,213510,319,49,4,2.62,24,0.3,Bachelor's,Full-time,Single,1,Yes,Business,0,0
81758,LPXQTFIUXT,18,145019,15608,432,94,1,12.32,12,0.52,PhD,Self-employed,Divorced,1,No,Home,1,0
167700,XFO18SJKJ8,31,144515,115806,650,106,2,13.9,12,0.61,Master's,Full-time,Married,0,No,Home,1,0
52918,0FSS8YQ62N,35,115805,47684,509,2,3,19.97,12,0.65,High School,Full-time,Divorced,0,No,Business,0,1
36952,M1PT8LOCB5,30,132631,38912,637,64,3,14.58,12,0.52,Bachelor's,Full-time,Divorced,1,No,Education,0,0
119715,TAXE643SRI,40,20155,77995,541,79,1,19.33,12,0.84,Bachelor's,Unemployed,Single,0,No,Home,0,0
116564,G4QFKHZG2B,24,118962,215514,480,16,4,21.17,36,0.61,Master's,Full-time,Married,0,Yes,Home,1,0
69176,OG2RQO9ZDT,20,54823,57293,649,118,4,18.89,48,0.53,Bachelor's,Part-time,Divorced,1,Yes,Education,1,0
223455,8TI3V9UH9D,69,66886,65083,512,10,3,14.15,48,0.75,Master's,Full-time,Divorced,1,Yes,Home,0,0
180829,613W2CTF21,57,35592,233891,506,32,4,24.63,60,0.46,PhD,Unemployed,Single,1,Yes,Business,1,0
76791,O2R3K240CA,35,89141,52279,505,83,3,12.97,24,0.77,Master's,Self-employed,Married,1,No,Business,0,0
195679,F1JIUK49ES,44,61701,190810,389,25,1,12.94,60,0.26,Master's,Unemployed,Single,1,No,Other,0,0
1027,ELSXRMJ1R3,39,87891,208130,655,63,2,11.52,36,0.63,PhD,Self-employed,Divorced,0,No,Auto,0,0
7442,A2R9XUVTJU,24,122800,52401,395,91,1,18.48,60,0.28,PhD,Part-time,Divorced,0,Yes,Business,0,0
186660,SGH7YL6XAF,47,91552,61201,341,103,2,22.63,36,0.8,PhD,Unemployed,Divorced,0,Yes,Business,1,0
246625,FTWI3WIAU7,55,88160,157491,640,17,2,3.59,60,0.63,PhD,Full-time,Divorced,1,Yes,Auto,1,0
94779,C0TKE1XLH3,47,62478,12117,686,94,4,7.47,12,0.83,High School,Unemployed,Divorced,1,No,Education,1,0
23335,YHWWL54KEW,58,73028,176693,350,74,1,9.09,36,0.69,High School,Part-time,Single,0,No,Education,1,0
126584,MCASD2Z8JJ,39,47345,19040,337,83,3,6.38,60,0.68,Master's,Full-time,Married,0,Yes,Education,1,0
104115,ZDJOPJNLRG,18,46413,215576,651,111,4,20.92,24,0.8,High School,Part-time,Single,1,Yes,Auto,1,1
147668,YQN8N4D6YW,38,137289,34038,455,90,2,15.74,12,0.25,Master's,Part-time,Married,0,Yes,Auto,1,0
33324,2IFMQBWT6X,51,119659,115539,560,3,1,22.97,48,0.28,Bachelor's,Unemployed,Divorced,0,Yes,Education,0,0
92258,GJO40CFQU4,43,103266,83609,523,85,4,23.13,12,0.78,Master's,Self-employed,Married,0,Yes,Other,0,0
153700,0GSMLL3E7Q,60,137017,48885,318,34,1,4.03,24,0.22,High School,Full-time,Single,0,No,Business,1,0
11922,1ZBT5ZH5HC,19,16607,81757,794,87,1,18.48,36,0.79,Bachelor's,Self-employed,Married,1,Yes,Home,0,0
206495,L3I1O7H697,59,109756,160349,651,74,3,20.45,48,0.36,High School,Self-employed,Divorced,0,No,Education,1,0
98038,U51A5LJMDI,23,39752,21300,309,22,2,21.85,24,0.48,Master's,Unemployed,Single,0,No,Auto,1,0
190021,P9FMIX8FT2,37,110046,26309,561,106,4,12.71,36,0.87,High School,Unemployed,Divorced,1,Yes,Home,0,0
12002,CP2HDJWOYW,32,62862,131961,333,33,4,15.76,12,0.84,Bachelor's,Part-time,Single,1,No,Education,1,0
197481,YSS02TOEZ6,52,56069,87066,412,108,4,4.28,60,0.49,PhD,Part-time,Single,0,No,Auto,0,0
205778,DJ9VRHZTLE,60,97981,207620,698,94,4,20.73,12,0.14,High School,Unemployed,Single,1,No,Education,1,0
37266,TKZC22GCOE,49,140352,13620,577,97,4,24.23,60,0.16,PhD,Full-time,Single,1,No,Auto,1,0
178769,OGFRODEQHL,51,57566,235419,412,56,3,6.24,48,0.48,High School,Unemployed,Single,1,No,Home,0,1
130789,CV80Y3FHPT,31,145239,80925,832,44,2,6.35,12,0.51,Bachelor's,Full-time,Divorced,1,No,Other,0,0
155166,2ACK5QCHNF,62,28649,81845,656,73,4,2.73,12,0.57,High School,Unemployed,Divorced,0,No,Business,0,0
151375,XWH5GZ1IVX,62,76428,44387,316,54,4,9.79,60,0.52,Bachelor's,Part-time,Single,1,No,Other,1,0
238924,MP51F3Q4NX,23,44071,151097,466,100,3,9.28,12,0.3,Master's,Unemployed,Divorced,0,No,Education,1,0
13954,FFKBI4ZMMF,32,44189,178533,473,93,3,17.38,48,0.84,Bachelor's,Self-employed,Single,1,Yes,Auto,0,0
73498,BLM88OMYGA,42,107406,131951,374,84,4,18.05,60,0.68,Master's,Unemployed,Married,1,No,Auto,1,0
10300,63TQOBLS61,38,118799,204886,688,107,3,17.51,24,0.74,PhD,Unemployed,Married,1,Yes,Home,0,0
171159,YR5XZK5P69,59,66973,114856,754,113,2,18.93,12,0.28,Bachelor's,Full-time,Single,1,No,Auto,0,0
11754,3HJ9B1CH1E,39,144952,77674,797,74,4,19.05,12,0.41,Bachelor's,Full-time,Single,0,No,Education,1,0
169227,OXK0DEH4TB,38,25618,90065,362,91,1,5.94,36,0.28,Master's,Unemployed,Married,0,No,Home,0,0
149585,WO64XHCQEY,43,86349,224634,479,93,1,5.49,12,0.24,Bachelor's,Part-time,Single,0,Yes,Business,1,0
163948,5FXKCWMHBL,61,146180,77442,431,84,3,8.37,48,0.78,High School,Unemployed,Single,1,No,Education,0,0
188580,J2ACOZNK96,44,133597,23221,587,73,4,17.25,48,0.42,PhD,Unemployed,Married,1,No,Business,0,0
251420,7CDUOYXQV9,54,143338,84633,357,83,3,14.46,60,0.78,High School,Self-employed,Divorced,0,Yes,Business,1,0
143525,NK3VK3BHDH,56,56918,225881,346,63,3,18.43,36,0.32,PhD,Unemployed,Divorced,0,No,Auto,0,0
105281,7Z332WFBRF,50,118865,117494,585,36,1,19.23,12,0.25,Master's,Part-time,Divorced,1,No,Other,0,1
24632,8ED65K3U3L,22,26687,29288,345,89,3,14.75,36,0.1,Bachelor's,Self-employed,Married,0,No,Education,0,0
95044,VJ4MCE12I5,38,84869,78131,818,31,1,8.03,36,0.29,PhD,Self-employed,Single,0,No,Auto,1,0
244657,T50NC63A2G,49,132279,137279,544,22,2,10.76,24,0.88,Bachelor's,Self-employed,Single,1,No,Business,1,0
228754,HUNXZ68EHO,50,124355,81351,433,78,2,4.24,12,0.34,High School,Full-time,Divorced,1,No,Education,1,0
154735,VS75DHCEMI,58,123058,31593,642,69,2,14.87,12,0.13,PhD,Unemployed,Divorced,0,Yes,Home,0,0
146468,8C3Y7C9R55,35,84508,35918,469,43,3,22.96,12,0.31,High School,Unemployed,Married,1,No,Other,1,0
181201,1P134OPTUB,38,90779,232592,492,81,4,5.22,36,0.4,High School,Full-time,Divorced,1,No,Other,0,0
139084,RJTMB81L2D,22,43601,37265,545,70,1,19.98,48,0.35,PhD,Unemployed,Divorced,1,Yes,Business,0,0
67298,92S6U0MD3K,44,18758,233749,497,83,2,6.71,48,0.52,Master's,Self-employed,Married,0,No,Other,1,0
19099,IV864AQPSK,65,38286,219582,629,17,3,23.87,36,0.71,High School,Unemployed,Married,0,Yes,Auto,1,0
101398,5L30CKFOOC,66,60673,217464,576,95,3,24.13,60,0.18,Bachelor's,Full-time,Divorced,0,Yes,Other,0,0
14016,YPK04KVHQT,48,23792,116900,720,37,3,6.89,24,0.21,High School,Self-employed,Single,0,No,Business,1,0
16232,KDWJU09P7U,50,23412,90063,830,78,2,8.22,48,0.7,Bachelor's,Full-time,Divorced,1,Yes,Business,1,0
151378,25PT90WYMQ,42,51008,25532,571,107,1,14.37,12,0.38,Master's,Unemployed,Single,1,No,Home,1,0
227583,HXEMXWSZYF,32,47141,138417,356,39,3,8.71,48,0.54,Bachelor's,Full-time,Single,0,No,Education,1,0
79831,MSKZDAG3WN,18,134099,94022,552,37,1,21.33,60,0.38,Master's,Part-time,Single,1,Yes,Home,1,0
106713,V99L2M765Y,63,99651,140827,733,36,3,5.22,24,0.37,Master's,Part-time,Married,0,Yes,Business,1,0
158232,LBUPEJ3CRU,53,37108,126194,584,71,4,8.22,12,0.42,Master's,Unemployed,Married,0,Yes,Other,0,0
107964,OKE3MI12DB,18,146289,222138,544,58,2,20.74,60,0.18,PhD,Self-employed,Married,0,No,Home,0,0
53764,UV7197QZGI,31,90552,16099,537,64,1,8.63,12,0.29,Bachelor's,Unemployed,Single,0,Yes,Other,0,0
113529,7VDV4FASKD,69,31741,36633,400,77,4,8.83,12,0.71,High School,Full-time,Single,1,No,Other,1,0
228903,UEW9FRSJKG,60,131108,216754,834,74,1,18.64,60,0.52,Bachelor's,Full-time,Single,1,Yes,Auto,0,0
254448,05Y1WWLI0G,33,127028,182321,441,6,2,4.95,60,0.54,PhD,Part-time,Divorced,1,Yes,Business,0,0
108170,QHO3XM8VSS,44,47437,39908,615,57,4,21.77,24,0.71,High School,Unemployed,Married,1,No,Business,1,0
150657,RXB4RWGEFY,61,108575,12746,558,48,1,8.41,12,0.5,Bachelor's,Self-employed,Single,1,Yes,Other,0,0
185138,89X246KP3C,28,78603,81966,830,95,1,4.64,36,0.3,PhD,Full-time,Single,0,Yes,Business,1,0
236158,XDTGC5JKZR,59,63300,17405,438,93,2,24.68,12,0.83,Master's,Unemployed,Single,1,Yes,Auto,0,0
191160,48D05XWEOQ,23,140534,220235,379,115,3,11.71,24,0.78,High School,Part-time,Single,0,No,Home,1,0
121447,694SF5QWHM,33,45904,182182,357,108,2,10.38,60,0.6,High School,Full-time,Married,1,Yes,Education,1,0
118955,UUGL2OQ1W6,35,127935,198439,723,9,3,19.46,48,0.54,PhD,Unemployed,Single,0,Yes,Auto,0,0
60970,AUHVXAISHV,68,94634,155665,372,59,4,6.58,36,0.33,Bachelor's,Part-time,Divorced,1,No,Business,0,0
206634,YAPFBAE875,64,35150,149219,402,26,2,10.27,12,0.23,Bachelor's,Full-time,Divorced,1,Yes,Home,1,0
99964,X6E6QCIG1P,22,44212,42468,331,116,4,6.61,48,0.16,High School,Part-time,Divorced,0,Yes,Business,1,1
155247,6K9920YUOM,53,17767,187023,381,48,1,15.83,12,0.37,Bachelor's,Self-employed,Single,1,No,Other,1,0
113391,HK43AZ85O6,58,31109,28511,838,80,1,24.8,48,0.24,Bachelor's,Unemployed,Single,1,No,Home,1,0
6596,C2AXVWR71W,56,94242,117618,355,56,3,11.62,12,0.71,Bachelor's,Unemployed,Single,1,Yes,Education,1,0
203793,NE4Q4JINJ8,28,72479,5245,345,7,1,2.79,24,0.6,High School,Part-time,Married,0,Yes,Auto,1,0
101302,J1CMDF7JZL,63,69659,175089,605,78,2,3.19,12,0.62,PhD,Unemployed,Divorced,1,No,Other,1,0
228291,S7L4W0SCIA,67,110799,246200,778,119,1,7.8,48,0.46,PhD,Part-time,Single,1,Yes,Education,0,0
96119,U4D2XOPXCK,31,39339,196829,622,27,2,22.5,48,0.4,Master's,Unemployed,Single,0,No,Auto,0,1
59265,DFVVBT7FFE,48,137863,52411,559,24,1,3.45,24,0.35,Bachelor's,Full-time,Divorced,1,No,Education,0,0
98573,V3PESC1LNJ,34,33248,247394,305,109,4,19.17,48,0.43,Bachelor's,Unemployed,Divorced,0,No,Education,1,1
62365,EBK467IENF,48,110461,162804,599,91,2,8.0,48,0.85,Master's,Unemployed,Divorced,0,Yes,Education,0,0
104228,09TZXH3DVR,62,24846,153723,802,109,1,15.75,60,0.51,Master's,Full-time,Married,0,Yes,Business,0,0
75250,H4M893O7CO,69,55030,152970,596,14,4,14.36,48,0.62,Master's,Unemployed,Married,1,Yes,Home,1,0
